Year,Race,Driver,Team,GridPosition,RacePosition,Status,IsWetRace
2024,Spanish Grand Prix,RUS,Mercedes,4.0,4.0,Finished,False
2024,Spanish Grand Prix,LEC,Ferrari,5.0,5.0,Finished,False
2024,Spanish Grand Prix,SAI,Ferrari,6.0,6.0,Finished,False
2024,Spanish Grand Prix,PIA,McLaren,9.0,7.0,Finished,False
2024,Spanish Grand Prix,PER,Red Bull Racing,11.0,8.0,Finished,False
2024,Spanish Grand Prix,GAS,Alpine,7.0,9.0,Finished,False
2024,Spanish Grand Prix,OCO,Alpine,8.0,10.0,Finished,False
2024,Spanish Grand Prix,HUL,Haas F1 Team,13.0,11.0,Finished,False
2024,Spanish Grand Prix,ALO,Aston Martin,10.0,12.0,Lapped,False
2024,Spanish Grand Prix,ZHO,Kick Sauber,15.0,13.0,Lapped,False
2024,Spanish Grand Prix,STR,Aston Martin,14.0,14.0,Lapped,False
2024,Spanish Grand Prix,RIC,RB,18.0,15.0,Lapped,False
2024,Spanish Grand Prix,BOT,Kick Sauber,12.0,16.0,Lapped,False
2024,Spanish Grand Prix,MAG,Haas F1 Team,16.0,17.0,Lapped,False
2024,Spanish Grand Prix,ALB,Williams,20.0,18.0,Lapped,False
2024,Spanish Grand Prix,TSU,RB,17.0,19.0,Lapped,False
2024,Spanish Grand Prix,SAR,Williams,19.0,20.0,Lapped,False
2024,Austrian Grand Prix,RUS,Mercedes,3.0,1.0,Finished,False
2024,Austrian Grand Prix,PIA,McLaren,7.0,2.0,Finished,False
2024,Austrian Grand Prix,SAI,Ferrari,4.0,3.0,Finished,False
2024,Austrian Grand Prix,HAM,Mercedes,5.0,4.0,Finished,False
2024,Austrian Grand Prix,VER,Red Bull Racing,1.0,5.0,Finished,False
2024,Austrian Grand Prix,HUL,Haas F1 Team,9.0,6.0,Finished,False
2024,Austrian Grand Prix,PER,Red Bull Racing,8.0,7.0,Finished,False
2024,Austrian Grand Prix,MAG,Haas F1 Team,12.0,8.0,Finished,False
2024,Austrian Grand Prix,RIC,RB,11.0,9.0,Finished,False
2024,Austrian Grand Prix,GAS,Alpine,13.0,10.0,Finished,False
2024,Austrian Grand Prix,LEC,Ferrari,6.0,11.0,Finished,False
2024,Austrian Grand Prix,OCO,Alpine,10.0,12.0,Finished,False
2024,Austrian Grand Prix,STR,Aston Martin,17.0,13.0,Lapped,False
2024,Austrian Grand Prix,TSU,RB,14.0,14.0,Lapped,False
2024,Austrian Grand Prix,ALB,Williams,16.0,15.0,Lapped,False
2024,Austrian Grand Prix,BOT,Kick Sauber,18.0,16.0,Lapped,False
2024,Austrian Grand Prix,ZHO,Kick Sauber,20.0,17.0,Lapped,False
2024,Austrian Grand Prix,ALO,Aston Martin,15.0,18.0,Lapped,False
2024,Austrian Grand Prix,SAR,Williams,19.0,19.0,Lapped,False
2024,Austrian Grand Prix,NOR,McLaren,2.0,20.0,Lapped,False
2024,British Grand Prix,HAM,Mercedes,2.0,1.0,Finished,True
2024,British Grand Prix,VER,Red Bull Racing,4.0,2.0,Finished,True
2024,British Grand Prix,NOR,McLaren,3.0,3.0,Finished,True
2024,British Grand Prix,PIA,McLaren,5.0,4.0,Finished,True
2024,British Grand Prix,SAI,Ferrari,7.0,5.0,Finished,True
2024,British Grand Prix,HUL,Haas F1 Team,6.0,6.0,Finished,True
2024,British Grand Prix,STR,Aston Martin,8.0,7.0,Finished,True
2024,British Grand Prix,ALO,Aston Martin,10.0,8.0,Finished,True
2024,British Grand Prix,ALB,Williams,9.0,9.0,Finished,True
2024,British Grand Prix,TSU,RB,13.0,10.0,Finished,True
2024,British Grand Prix,SAR,Williams,12.0,11.0,Finished,True
2024,British Grand Prix,MAG,Haas F1 Team,17.0,12.0,Finished,True
2024,British Grand Prix,RIC,RB,15.0,13.0,Lapped,True
2024,British Grand Prix,LEC,Ferrari,11.0,14.0,Lapped,True
2024,British Grand Prix,BOT,Kick Sauber,16.0,15.0,Lapped,True
2024,British Grand Prix,OCO,Alpine,18.0,16.0,Lapped,True
2024,British Grand Prix,PER,Red Bull Racing,20.0,17.0,Lapped,True
2024,British Grand Prix,ZHO,Kick Sauber,14.0,18.0,Lapped,True
2024,British Grand Prix,RUS,Mercedes,1.0,19.0,Retired,True
2024,British Grand Prix,GAS,Alpine,19.0,20.0,Did not start,True
2024,Hungarian Grand Prix,PIA,McLaren,2.0,1.0,Finished,False
2024,Hungarian Grand Prix,NOR,McLaren,1.0,2.0,Finished,False
2024,Hungarian Grand Prix,HAM,Mercedes,5.0,3.0,Finished,False
2024,Hungarian Grand Prix,LEC,Ferrari,6.0,4.0,Finished,False
2024,Hungarian Grand Prix,VER,Red Bull Racing,3.0,5.0,Finished,False
2024,Hungarian Grand Prix,SAI,Ferrari,4.0,6.0,Finished,False
2024,Hungarian Grand Prix,PER,Red Bull Racing,16.0,7.0,Finished,False
2024,Hungarian Grand Prix,RUS,Mercedes,17.0,8.0,Finished,False
2024,Hungarian Grand Prix,TSU,RB,10.0,9.0,Finished,False
2024,Hungarian Grand Prix,STR,Aston Martin,8.0,10.0,Finished,False
2024,Hungarian Grand Prix,ALO,Aston Martin,7.0,11.0,Finished,False
2024,Hungarian Grand Prix,RIC,RB,9.0,12.0,Lapped,False
2024,Hungarian Grand Prix,HUL,Haas F1 Team,11.0,13.0,Lapped,False
2024,Hungarian Grand Prix,ALB,Williams,13.0,14.0,Lapped,False
2024,Hungarian Grand Prix,MAG,Haas F1 Team,15.0,15.0,Lapped,False
2024,Hungarian Grand Prix,BOT,Kick Sauber,12.0,16.0,Lapped,False
2024,Hungarian Grand Prix,SAR,Williams,14.0,17.0,Lapped,False
2024,Hungarian Grand Prix,OCO,Alpine,19.0,18.0,Lapped,False
2024,Hungarian Grand Prix,ZHO,Kick Sauber,18.0,19.0,Lapped,False
2024,Hungarian Grand Prix,GAS,Alpine,20.0,20.0,Retired,False
2024,Belgian Grand Prix,HAM,Mercedes,3.0,1.0,Finished,False
2024,Belgian Grand Prix,PIA,McLaren,5.0,2.0,Finished,False
2024,Belgian Grand Prix,LEC,Ferrari,1.0,3.0,Finished,False
2024,Belgian Grand Prix,VER,Red Bull Racing,11.0,4.0,Finished,False
2024,Belgian Grand Prix,NOR,McLaren,4.0,5.0,Finished,False
2024,Belgian Grand Prix,SAI,Ferrari,7.0,6.0,Finished,False
2024,Belgian Grand Prix,PER,Red Bull Racing,2.0,7.0,Finished,False
2024,Belgian Grand Prix,ALO,Aston Martin,8.0,8.0,Finished,False
2024,Belgian Grand Prix,OCO,Alpine,9.0,9.0,Finished,False
2024,Belgian Grand Prix,RIC,RB,13.0,10.0,Finished,False
2024,Belgian Grand Prix,STR,Aston Martin,15.0,11.0,Finished,False
2024,Belgian Grand Prix,ALB,Williams,10.0,12.0,Finished,False
2024,Belgian Grand Prix,GAS,Alpine,12.0,13.0,Finished,False
2024,Belgian Grand Prix,MAG,Haas F1 Team,17.0,14.0,Finished,False
2024,Belgian Grand Prix,BOT,Kick Sauber,14.0,15.0,Finished,False
2024,Belgian Grand Prix,TSU,RB,20.0,16.0,Finished,False
2024,Belgian Grand Prix,SAR,Williams,18.0,17.0,Finished,False
2024,Belgian Grand Prix,HUL,Haas F1 Team,16.0,18.0,Finished,False
2024,Belgian Grand Prix,ZHO,Kick Sauber,19.0,19.0,Retired,False
2024,Belgian Grand Prix,RUS,Mercedes,6.0,20.0,Disqualified,False
2024,Dutch Grand Prix,NOR,McLaren,1.0,1.0,Finished,False
2024,Dutch Grand Prix,VER,Red Bull Racing,2.0,2.0,Finished,False
2024,Dutch Grand Prix,LEC,Ferrari,6.0,3.0,Finished,False
2024,Dutch Grand Prix,PIA,McLaren,3.0,4.0,Finished,False
2024,Dutch Grand Prix,SAI,Ferrari,10.0,5.0,Finished,False
2024,Dutch Grand Prix,PER,Red Bull Racing,5.0,6.0,Finished,False
2024,Dutch Grand Prix,RUS,Mercedes,4.0,7.0,Finished,False
2024,Dutch Grand Prix,HAM,Mercedes,14.0,8.0,Finished,False
2024,Dutch Grand Prix,GAS,Alpine,9.0,9.0,Lapped,False
2024,Dutch Grand Prix,ALO,Aston Martin,7.0,10.0,Lapped,False
2024,Dutch Grand Prix,HUL,Haas F1 Team,12.0,11.0,Lapped,False
2024,Dutch Grand Prix,RIC,RB,13.0,12.0,Lapped,False
2024,Dutch Grand Prix,STR,Aston Martin,8.0,13.0,Lapped,False
2024,Dutch Grand Prix,ALB,Williams,19.0,14.0,Lapped,False
2024,Dutch Grand Prix,OCO,Alpine,15.0,15.0,Lapped,False
2024,Dutch Grand Prix,SAR,Williams,18.0,16.0,Lapped,False
2024,Dutch Grand Prix,TSU,RB,11.0,17.0,Lapped,False
2024,Dutch Grand Prix,MAG,Haas F1 Team,20.0,18.0,Lapped,False
2024,Dutch Grand Prix,BOT,Kick Sauber,16.0,19.0,Lapped,False
2024,Dutch Grand Prix,ZHO,Kick Sauber,17.0,20.0,Lapped,False
2024,Italian Grand Prix,LEC,Ferrari,4.0,1.0,Finished,False
2024,Italian Grand Prix,PIA,McLaren,2.0,2.0,Finished,False
2024,Italian Grand Prix,NOR,McLaren,1.0,3.0,Finished,False
2024,Italian Grand Prix,SAI,Ferrari,5.0,4.0,Finished,False
2024,Italian Grand Prix,HAM,Mercedes,6.0,5.0,Finished,False
2024,Italian Grand Prix,VER,Red Bull Racing,7.0,6.0,Finished,False
2024,Italian Grand Prix,RUS,Mercedes,3.0,7.0,Finished,False
2024,Italian Grand Prix,PER,Red Bull Racing,8.0,8.0,Finished,False
2024,Italian Grand Prix,ALB,Williams,9.0,9.0,Finished,False
2024,Italian Grand Prix,MAG,Haas F1 Team,13.0,10.0,Finished,False
2024,Italian Grand Prix,ALO,Aston Martin,11.0,11.0,Finished,False
2024,Italian Grand Prix,COL,Williams,18.0,12.0,Finished,False
2024,Italian Grand Prix,RIC,RB,12.0,13.0,Finished,False
2024,Italian Grand Prix,OCO,Alpine,15.0,14.0,Lapped,False
2024,Italian Grand Prix,GAS,Alpine,14.0,15.0,Lapped,False
2024,Italian Grand Prix,BOT,Kick Sauber,19.0,16.0,Lapped,False
2024,Italian Grand Prix,HUL,Haas F1 Team,10.0,17.0,Lapped,False
2024,Italian Grand Prix,ZHO,Kick Sauber,20.0,18.0,Lapped,False
2024,Italian Grand Prix,STR,Aston Martin,17.0,19.0,Lapped,False
2024,Italian Grand Prix,TSU,RB,16.0,20.0,Retired,False
2024,Azerbaijan Grand Prix,PIA,McLaren,2.0,1.0,Finished,False
2024,Azerbaijan Grand Prix,LEC,Ferrari,1.0,2.0,Finished,False
2024,Azerbaijan Grand Prix,RUS,Mercedes,5.0,3.0,Finished,False
2024,Azerbaijan Grand Prix,NOR,McLaren,15.0,4.0,Finished,False
2024,Azerbaijan Grand Prix,VER,Red Bull Racing,6.0,5.0,Finished,False
2024,Azerbaijan Grand Prix,ALO,Aston Martin,7.0,6.0,Finished,False
2024,Azerbaijan Grand Prix,ALB,Williams,9.0,7.0,Finished,False
2024,Azerbaijan Grand Prix,COL,Williams,8.0,8.0,Finished,False
2024,Azerbaijan Grand Prix,HAM,Mercedes,19.0,9.0,Finished,False
2024,Azerbaijan Grand Prix,BEA,Haas F1 Team,10.0,10.0,Finished,False
2024,Azerbaijan Grand Prix,HUL,Haas F1 Team,12.0,11.0,Finished,False
2024,Azerbaijan Grand Prix,GAS,Alpine,18.0,12.0,Finished,False
2024,Azerbaijan Grand Prix,RIC,RB,14.0,13.0,Finished,False
2024,Azerbaijan Grand Prix,ZHO,Kick Sauber,17.0,14.0,Finished,False
2024,Azerbaijan Grand Prix,OCO,Alpine,20.0,15.0,Lapped,False
2024,Azerbaijan Grand Prix,BOT,Kick Sauber,16.0,16.0,Lapped,False
2024,Azerbaijan Grand Prix,PER,Red Bull Racing,4.0,17.0,Finished,False
2024,Azerbaijan Grand Prix,SAI,Ferrari,3.0,18.0,Finished,False
2024,Azerbaijan Grand Prix,STR,Aston Martin,13.0,19.0,Finished,False
2024,Azerbaijan Grand Prix,TSU,RB,11.0,20.0,Retired,False
2024,Singapore Grand Prix,NOR,McLaren,1.0,1.0,Finished,False
2024,Singapore Grand Prix,VER,Red Bull Racing,2.0,2.0,Finished,False
2024,Singapore Grand Prix,PIA,McLaren,5.0,3.0,Finished,False
2024,Singapore Grand Prix,RUS,Mercedes,4.0,4.0,Finished,False
2024,Singapore Grand Prix,LEC,Ferrari,9.0,5.0,Finished,False
2024,Singapore Grand Prix,HAM,Mercedes,3.0,6.0,Finished,False
2024,Singapore Grand Prix,SAI,Ferrari,10.0,7.0,Finished,False
2024,Singapore Grand Prix,ALO,Aston Martin,7.0,8.0,Lapped,False
2024,Singapore Grand Prix,HUL,Haas F1 Team,6.0,9.0,Lapped,False
2024,Singapore Grand Prix,PER,Red Bull Racing,13.0,10.0,Lapped,False
2024,Singapore Grand Prix,COL,Williams,12.0,11.0,Lapped,False
2024,Singapore Grand Prix,TSU,RB,8.0,12.0,Lapped,False
2024,Singapore Grand Prix,OCO,Alpine,15.0,13.0,Lapped,False
2024,Singapore Grand Prix,STR,Aston Martin,17.0,14.0,Lapped,False
2024,Singapore Grand Prix,ZHO,Kick Sauber,20.0,15.0,Lapped,False
2024,Singapore Grand Prix,BOT,Kick Sauber,19.0,16.0,Lapped,False
2024,Singapore Grand Prix,GAS,Alpine,18.0,17.0,Lapped,False
2024,Singapore Grand Prix,RIC,RB,16.0,18.0,Lapped,False
2024,Singapore Grand Prix,MAG,Haas F1 Team,14.0,19.0,Finished,False
2024,Singapore Grand Prix,ALB,Williams,11.0,20.0,Retired,False
2024,United States Grand Prix,LEC,Ferrari,4.0,1.0,Finished,False
2024,United States Grand Prix,SAI,Ferrari,3.0,2.0,Finished,False
2024,United States Grand Prix,VER,Red Bull Racing,2.0,3.0,Finished,False
2024,United States Grand Prix,NOR,McLaren,1.0,4.0,Finished,False
2024,United States Grand Prix,PIA,McLaren,5.0,5.0,Finished,False
2024,United States Grand Prix,RUS,Mercedes,20.0,6.0,Finished,False
2024,United States Grand Prix,PER,Red Bull Racing,9.0,7.0,Finished,False
2024,United States Grand Prix,HUL,Haas F1 Team,11.0,8.0,Finished,False
2024,United States Grand Prix,LAW,RB,19.0,9.0,Finished,False
2024,United States Grand Prix,COL,Williams,15.0,10.0,Finished,False
2024,United States Grand Prix,MAG,Haas F1 Team,8.0,11.0,Finished,False
2024,United States Grand Prix,GAS,Alpine,6.0,12.0,Finished,False
2024,United States Grand Prix,ALO,Aston Martin,7.0,13.0,Lapped,False
2024,United States Grand Prix,TSU,RB,10.0,14.0,Lapped,False
2024,United States Grand Prix,STR,Aston Martin,13.0,15.0,Lapped,False
2024,United States Grand Prix,ALB,Williams,14.0,16.0,Lapped,False
2024,United States Grand Prix,BOT,Kick Sauber,16.0,17.0,Lapped,False
2024,United States Grand Prix,OCO,Alpine,12.0,18.0,Lapped,False
2024,United States Grand Prix,ZHO,Kick Sauber,18.0,19.0,Lapped,False
2024,United States Grand Prix,HAM,Mercedes,17.0,20.0,Retired,False
2024,Mexico City Grand Prix,SAI,Ferrari,1.0,1.0,Finished,False
2024,Mexico City Grand Prix,NOR,McLaren,3.0,2.0,Finished,False
2024,Mexico City Grand Prix,LEC,Ferrari,4.0,3.0,Finished,False
2024,Mexico City Grand Prix,HAM,Mercedes,6.0,4.0,Finished,False
2024,Mexico City Grand Prix,RUS,Mercedes,5.0,5.0,Finished,False
2024,Mexico City Grand Prix,VER,Red Bull Racing,2.0,6.0,Finished,False
2024,Mexico City Grand Prix,MAG,Haas F1 Team,7.0,7.0,Finished,False
2024,Mexico City Grand Prix,PIA,McLaren,17.0,8.0,Finished,False
2024,Mexico City Grand Prix,HUL,Haas F1 Team,10.0,9.0,Lapped,False
2024,Mexico City Grand Prix,GAS,Alpine,8.0,10.0,Lapped,False
2024,Mexico City Grand Prix,STR,Aston Martin,14.0,11.0,Lapped,False
2024,Mexico City Grand Prix,COL,Williams,16.0,12.0,Lapped,False
2024,Mexico City Grand Prix,OCO,Alpine,0.0,13.0,Lapped,False
2024,Mexico City Grand Prix,BOT,Kick Sauber,15.0,14.0,Lapped,False
2024,Mexico City Grand Prix,ZHO,Kick Sauber,19.0,15.0,Lapped,False
2024,Mexico City Grand Prix,LAW,RB,12.0,16.0,Lapped,False
2024,Mexico City Grand Prix,PER,Red Bull Racing,18.0,17.0,Lapped,False
2024,Mexico City Grand Prix,ALO,Aston Martin,13.0,18.0,Retired,False
2024,Mexico City Grand Prix,ALB,Williams,9.0,19.0,Retired,False
2024,Mexico City Grand Prix,TSU,RB,11.0,20.0,Retired,False
2024,São Paulo Grand Prix,VER,Red Bull Racing,17.0,1.0,Finished,True
2024,São Paulo Grand Prix,OCO,Alpine,4.0,2.0,Finished,True
2024,São Paulo Grand Prix,GAS,Alpine,13.0,3.0,Finished,True
2024,São Paulo Grand Prix,RUS,Mercedes,2.0,4.0,Finished,True
2024,São Paulo Grand Prix,LEC,Ferrari,6.0,5.0,Finished,True
2024,São Paulo Grand Prix,NOR,McLaren,1.0,6.0,Finished,True
2024,São Paulo Grand Prix,TSU,RB,3.0,7.0,Finished,True
2024,São Paulo Grand Prix,PIA,McLaren,8.0,8.0,Finished,True
2024,São Paulo Grand Prix,LAW,RB,5.0,9.0,Finished,True
2024,São Paulo Grand Prix,HAM,Mercedes,14.0,10.0,Finished,True
2024,São Paulo Grand Prix,PER,Red Bull Racing,12.0,11.0,Finished,True
2024,São Paulo Grand Prix,BEA,Haas F1 Team,15.0,12.0,Finished,True
2024,São Paulo Grand Prix,BOT,Kick Sauber,11.0,13.0,Finished,True
2024,São Paulo Grand Prix,ALO,Aston Martin,9.0,14.0,Finished,True
2024,São Paulo Grand Prix,ZHO,Kick Sauber,19.0,15.0,Finished,True
2024,São Paulo Grand Prix,SAI,Ferrari,20.0,16.0,Retired,True
2024,São Paulo Grand Prix,COL,Williams,16.0,17.0,Retired,True
2024,São Paulo Grand Prix,ALB,Williams,7.0,18.0,Did not start,True
2024,São Paulo Grand Prix,STR,Aston Martin,10.0,19.0,Did not start,True
2024,São Paulo Grand Prix,HUL,Haas F1 Team,18.0,20.0,Disqualified,True
2024,Las Vegas Grand Prix,RUS,Mercedes,1.0,1.0,Finished,False
2024,Las Vegas Grand Prix,HAM,Mercedes,10.0,2.0,Finished,False
2024,Las Vegas Grand Prix,SAI,Ferrari,2.0,3.0,Finished,False
2024,Las Vegas Grand Prix,LEC,Ferrari,4.0,4.0,Finished,False
2024,Las Vegas Grand Prix,VER,Red Bull Racing,5.0,5.0,Finished,False
2024,Las Vegas Grand Prix,NOR,McLaren,6.0,6.0,Finished,False
2024,Las Vegas Grand Prix,PIA,McLaren,8.0,7.0,Finished,False
2024,Las Vegas Grand Prix,HUL,Haas F1 Team,9.0,8.0,Finished,False
2024,Las Vegas Grand Prix,TSU,RB,7.0,9.0,Finished,False
2024,Las Vegas Grand Prix,PER,Red Bull Racing,15.0,10.0,Finished,False
2024,Las Vegas Grand Prix,ALO,Aston Martin,16.0,11.0,Finished,False
2024,Las Vegas Grand Prix,MAG,Haas F1 Team,12.0,12.0,Finished,False
2024,Las Vegas Grand Prix,ZHO,Kick Sauber,13.0,13.0,Finished,False
2024,Las Vegas Grand Prix,COL,Williams,20.0,14.0,Finished,False
2024,Las Vegas Grand Prix,STR,Aston Martin,18.0,15.0,Finished,False
2024,Las Vegas Grand Prix,LAW,RB,14.0,16.0,Finished,False
2024,Las Vegas Grand Prix,OCO,Alpine,11.0,17.0,Lapped,False
2024,Las Vegas Grand Prix,BOT,Kick Sauber,19.0,18.0,Lapped,False
2024,Las Vegas Grand Prix,ALB,Williams,17.0,19.0,Retired,False
2024,Las Vegas Grand Prix,GAS,Alpine,3.0,20.0,Retired,False
2024,Qatar Grand Prix,VER,Red Bull Racing,2.0,1.0,Finished,False
2024,Qatar Grand Prix,LEC,Ferrari,5.0,2.0,Finished,False
2024,Qatar Grand Prix,PIA,McLaren,4.0,3.0,Finished,False
2024,Qatar Grand Prix,RUS,Mercedes,1.0,4.0,Finished,False
2024,Qatar Grand Prix,GAS,Alpine,11.0,5.0,Finished,False
2024,Qatar Grand Prix,SAI,Ferrari,7.0,6.0,Finished,False
2024,Qatar Grand Prix,ALO,Aston Martin,8.0,7.0,Finished,False
2024,Qatar Grand Prix,ZHO,Kick Sauber,12.0,8.0,Finished,False
2024,Qatar Grand Prix,MAG,Haas F1 Team,10.0,9.0,Finished,False
2024,Qatar Grand Prix,NOR,McLaren,3.0,10.0,Finished,False
2024,Qatar Grand Prix,BOT,Kick Sauber,13.0,11.0,Finished,False
2024,Qatar Grand Prix,HAM,Mercedes,6.0,12.0,Finished,False
2024,Qatar Grand Prix,TSU,RB,14.0,13.0,Finished,False
2024,Qatar Grand Prix,LAW,RB,17.0,14.0,Finished,False
2024,Qatar Grand Prix,ALB,Williams,16.0,15.0,Lapped,False
2024,Qatar Grand Prix,HUL,Haas F1 Team,18.0,16.0,Retired,False
2024,Qatar Grand Prix,PER,Red Bull Racing,9.0,17.0,Retired,False
2024,Qatar Grand Prix,STR,Aston Martin,15.0,18.0,Retired,False
2024,Qatar Grand Prix,COL,Williams,19.0,19.0,Retired,False
2024,Qatar Grand Prix,OCO,Alpine,20.0,20.0,Retired,False
2024,Abu Dhabi Grand Prix,NOR,McLaren,1.0,1.0,Finished,False
2024,Abu Dhabi Grand Prix,SAI,Ferrari,3.0,2.0,Finished,False
2024,Abu Dhabi Grand Prix,LEC,Ferrari,19.0,3.0,Finished,False
2024,Abu Dhabi Grand Prix,HAM,Mercedes,16.0,4.0,Finished,False
2024,Abu Dhabi Grand Prix,RUS,Mercedes,6.0,5.0,Finished,False
2024,Abu Dhabi Grand Prix,VER,Red Bull Racing,4.0,6.0,Finished,False
2024,Abu Dhabi Grand Prix,GAS,Alpine,5.0,7.0,Finished,False
2024,Abu Dhabi Grand Prix,HUL,Haas F1 Team,7.0,8.0,Finished,False
2024,Abu Dhabi Grand Prix,ALO,Aston Martin,8.0,9.0,Finished,False
2024,Abu Dhabi Grand Prix,PIA,McLaren,2.0,10.0,Finished,False
2024,Abu Dhabi Grand Prix,ALB,Williams,18.0,11.0,Lapped,False
2024,Abu Dhabi Grand Prix,TSU,RB,11.0,12.0,Lapped,False
2024,Abu Dhabi Grand Prix,ZHO,Kick Sauber,15.0,13.0,Lapped,False
2024,Abu Dhabi Grand Prix,STR,Aston Martin,13.0,14.0,Lapped,False
2024,Abu Dhabi Grand Prix,DOO,Alpine,17.0,15.0,Lapped,False
2024,Abu Dhabi Grand Prix,MAG,Haas F1 Team,14.0,16.0,Lapped,False
2024,Abu Dhabi Grand Prix,LAW,RB,12.0,17.0,Finished,False
2024,Abu Dhabi Grand Prix,BOT,Kick Sauber,9.0,18.0,Retired,False
2024,Abu Dhabi Grand Prix,COL,Williams,20.0,19.0,Retired,False
2024,Abu Dhabi Grand Prix,PER,Red Bull Racing,10.0,20.0,Retired,False
